LSOA,Disabled_Percentage
E01024680,19.2
E01024681,18.3
E01024682,26.6
E01024683,32.1
E01024684,24.1
E01024685,24.3
E01024686,26.3
E01024687,28.1
E01024688,24.2
E01024689,20.8
E01024690,27.6
E01024691,18
E01024692,20.8
E01024693,19.5
E01024694,24.3
E01024695,20.9
E01024696,23.7
E01024697,25.1
E01024698,21
E01024699,23.5
E01024700,17.5
E01024702,23.7
E01024703,18.6
E01024704,17.1
E01024705,26.3
E01024706,19.5
E01024707,18
E01024708,21.5
E01024709,21.5
E01024710,22.7
E01024711,22.3
E01024712,18.4
E01024713,21.7
E01024714,27.4
E01024715,27.4
E01024716,18.6
E01024717,22.3
E01024718,15.3
E01024719,12.9
E01024720,17.3
E01024721,13.6
E01024722,13.2
E01024723,12.9
E01024724,10.7
E01024725,14.8
E01024726,17.2
E01024728,17.9
E01024729,19.8
E01024730,16.1
E01024731,19.7
E01024732,11
E01024733,14.5
E01024734,18.1
E01024735,16.1
E01024736,17.9
E01024737,12.3
E01024740,16.3
E01024741,24.9
E01024742,19.9
E01024743,19.7
E01024744,13.4
E01024745,16
E01024746,12.2
E01024747,22.7
E01024748,12.8
E01024749,18.2
E01024750,19.4
E01024751,16.1
E01024752,13.4
E01024753,14.3
E01024754,11.2
E01024755,11.8
E01024756,17
E01024757,12.1
E01024758,15
E01024760,11.6
E01024761,14.8
E01024762,12.3
E01024763,16.6
E01024764,21.7
E01024765,14.1
E01024767,21.5
E01024768,14.6
E01024771,18.4
E01024772,15.6
E01024773,17.8
E01024775,23.4
E01024776,20.1
E01024777,23.1
E01024778,10.4
E01024779,17.3
E01024780,13.4
E01024781,15.5
E01024782,11
E01024783,19.6
E01024785,14.5
E01024786,14.4
E01024787,14.1
E01024788,17.9
E01024789,15.2
E01024790,18.8
E01024791,14.9
E01024792,10.6
E01024793,15
E01024794,13.8
E01024795,20.3
E01024796,15.1
E01024797,14.3
E01024798,15.7
E01024799,18.3
E01024800,10.4
E01024802,13.9
E01024803,16.6
E01024804,12.3
E01024805,12.3
E01024806,14.8
E01024807,19.9
E01024808,14.9
E01024809,16.3
E01024810,14.4
E01024811,14.8
E01024812,14.2
E01024813,18.7
E01024814,16.7
E01024815,16.4
E01024816,14.9
E01024817,10.6
E01024818,10.9
E01024819,13.1
E01024820,9
E01024821,15.7
E01024822,17
E01024823,11.3
E01024824,11.8
E01024825,19.7
E01024826,16
E01024827,16.9
E01024828,15.4
E01024829,13.6
E01024830,21.7
E01024831,18
E01024832,14
E01024833,15.5
E01024834,11.1
E01024835,11.5
E01024836,15.2
E01024837,13.2
E01024838,10.9
E01024839,12.1
E01024840,19.5
E01024841,18.7
E01024842,22.2
E01024843,18.4
E01024844,16.7
E01024845,15.4
E01024846,16.8
E01024847,15.4
E01024848,19.8
E01024849,15.1
E01024850,14.4
E01024851,13
E01024852,11.3
E01024853,14
E01024854,13.4
E01024855,30.6
E01024856,13.7
E01024857,24.8
E01024858,20.9
E01024859,18.2
E01024860,16.7
E01024861,17.2
E01024862,15
E01024863,23.8
E01024864,19.1
E01024865,31.5
E01024866,24.6
E01024867,17.1
E01024868,17.1
E01024869,16.8
E01024870,17.3
E01024871,24.5
E01024872,24.9
E01024873,20.3
E01024874,16.6
E01024875,11.5
E01024876,13.5
E01024877,17.2
E01024878,13
E01024879,19
E01024880,26.2
E01024881,20.7
E01024882,21.8
E01024883,27.6
E01024884,24.2
E01024885,24.5
E01024886,22.3
E01024887,21.2
E01024888,16.7
E01024889,21.2
E01024890,24.3
E01024891,19.2
E01024892,19.4
E01024893,19.3
E01024894,22.9
E01024895,15.2
E01024896,21.1
E01024897,24.4
E01024898,15.6
E01024899,24
E01024900,24.9
E01024901,16.4
E01024902,24.6
E01024903,20.6
E01024904,21.1
E01024905,17.8
E01024906,24.8
E01024907,24.1
E01024908,23.4
E01024909,29.2
E01024910,22.4
E01024911,23.7
E01024912,18.8
E01024913,14.2
E01024914,17.4
E01024915,17.2
E01024916,18.2
E01024917,19.1
E01024918,15.6
E01024920,21
E01024921,14
E01024922,17.3
E01024923,15.9
E01024924,20.2
E01024925,24.8
E01024926,19
E01024927,19.8
E01024928,20.2
E01024930,20.5
E01024931,19.7
E01024933,23
E01024934,16.7
E01024935,21
E01024936,21.5
E01024937,19.3
E01024938,15.3
E01024939,15.7
E01024940,24.2
E01024941,24.6
E01024942,27.8
E01024943,19.1
E01024944,13.6
E01024946,18.1
E01024947,14.3
E01024948,16.5
E01024950,11.4
E01024951,21.9
E01024952,29.1
E01024953,26.7
E01024954,21.3
E01024955,16.6
E01024956,17.5
E01024957,15.8
E01024958,19.6
E01024959,23.7
E01024960,18.8
E01024961,18.8
E01024962,23.6
E01024963,16.8
E01024964,14.9
E01024965,13.9
E01024966,13.8
E01024967,19.2
E01024968,13.7
E01024969,22.4
E01024970,15.4
E01024971,19.3
E01024972,17.3
E01024973,18.3
E01024974,13.5
E01024975,30.4
E01024976,16.8
E01024977,12.2
E01024978,18.1
E01024979,14.5
E01024980,15.9
E01024981,21.2
E01024982,25.9
E01024983,12.7
E01024984,22
E01024985,21.4
E01024986,29.8
E01024987,28.3
E01024988,31.8
E01024989,23.5
E01024990,22
E01024991,24
E01024992,21.6
E01024993,17.7
E01024994,19.5
E01024995,20.3
E01024996,31.5
E01024997,22.8
E01024998,21.9
E01024999,21.3
E01025000,22.5
E01025001,23
E01025002,18.2
E01025003,18.6
E01025004,19.1
E01025005,25.1
E01025006,28.9
E01025007,13.4
E01025008,17.8
E01025009,26.3
E01025010,21
E01025011,26
E01025012,14.8
E01025013,22
E01025014,16.4
E01025015,15.3
E01025016,12.9
E01025017,28.9
E01025018,21.2
E01025019,14.6
E01025020,19.7
E01025021,16.6
E01025022,14.5
E01025023,18.8
E01025024,23.4
E01025025,21.7
E01025026,16.9
E01025027,15
E01025028,17.4
E01025029,18.6
E01025030,19.1
E01025031,17.2
E01025032,28.1
E01025033,14.2
E01025034,18.9
E01025035,21.9
E01025036,25.6
E01025037,21.1
E01025038,18.2
E01025039,15.6
E01025040,14.5
E01025041,22.2
E01025042,14.3
E01025044,15.8
E01025045,27.9
E01025046,28.7
E01025048,19.3
E01025049,25.3
E01025050,22.3
E01025051,23.2
E01025052,15.3
E01025053,17.8
E01025054,24.1
E01025055,22.7
E01025056,21.3
E01025057,20
E01025058,27
E01025059,25.8
E01025060,20
E01025061,23.1
E01025062,22.3
E01025063,26.7
E01025064,16.4
E01025065,18.6
E01025066,16
E01025067,20.9
E01025068,23.5
E01025069,21.8
E01025070,22.6
E01025071,23.3
E01025072,21.1
E01025073,21.3
E01025074,17.7
E01025075,22.2
E01025076,21
E01025077,28
E01025078,18.4
E01025079,20.1
E01025080,20.9
E01025081,18.2
E01025082,24.4
E01025083,22.6
E01025084,17.3
E01025085,19.9
E01025086,24
E01025087,28.8
E01025088,16.3
E01025089,19.4
E01025090,18.3
E01025091,23.7
E01025092,25.8
E01025093,18.9
E01025094,19.2
E01025095,20.2
E01025096,17.4
E01025097,20.8
E01025098,21.7
E01025099,17.5
E01025100,18.8
E01025101,25.5
E01025102,18.6
E01025103,17.1
E01025105,13.1
E01025106,16.6
E01025107,14.6
E01025108,15.6
E01025109,17
E01025110,29.4
E01025111,18.3
E01025112,28.7
E01025113,21.5
E01025114,20.2
E01025115,23.3
E01025116,29.7
E01025117,26.5
E01025118,23.3
E01025119,23.7
E01025120,21.9
E01025121,16.4
E01025122,20.2
E01025123,16.4
E01025124,22.5
E01025126,12.6
E01025127,16.9
E01025128,20.2
E01025130,16.7
E01025131,17.5
E01025132,17.8
E01025133,17.3
E01025136,25.3
E01025137,20.8
E01025138,21.8
E01025139,27.2
E01025140,36.6
E01025141,14.7
E01025142,17.7
E01025143,23.5
E01025144,19.1
E01025145,14.3
E01025146,16.1
E01025147,18.3
E01025148,19.5
E01025149,19.4
E01025150,17.3
E01025151,26.3
E01025152,21.7
E01025153,17.8
E01025154,30.3
E01025155,16.9
E01025156,24.6
E01025157,25.9
E01025158,20.2
E01025159,17.2
E01025160,15.8
E01025161,27.5
E01025162,21.1
E01025163,18.6
E01025164,21.5
E01025165,12.9
E01025166,18.4
E01025167,15.7
E01025168,21.7
E01025169,19.3
E01025170,24.5
E01025171,29.1
E01025172,19.3
E01025173,27
E01025174,16
E01025175,16.6
E01025176,18.2
E01025177,13.7
E01025178,14.6
E01025179,16.4
E01025180,13
E01025181,22.8
E01025182,17
E01025183,19
E01025184,11.9
E01025185,18.8
E01025186,15.7
E01025187,17.6
E01025188,17.8
E01025189,18.1
E01025190,18.2
E01025191,13.5
E01025192,17.9
E01025193,22.1
E01025194,15.1
E01025195,15.3
E01025196,19
E01025197,15.8
E01025198,17.7
E01025199,15.1
E01025200,20.3
E01025201,21.9
E01025202,17.1
E01025203,16.2
E01025204,14.8
E01025205,17.3
E01025206,18.7
E01025207,23
E01025208,30.7
E01025209,20.3
E01025210,20.9
E01025211,14.4
E01025212,16.9
E01025213,13.7
E01025214,15.7
E01025215,17.8
E01025216,19.9
E01025217,13
E01025218,18.1
E01025219,14.4
E01025220,26.6
E01025221,18.7
E01025222,15.3
E01025223,26
E01025224,15.5
E01025225,14.2
E01025226,28.3
E01025227,25.6
E01025228,17.7
E01025229,12.7
E01025230,14.5
E01025231,24.3
E01025232,19.5
E01025233,15.9
E01025234,18.6
E01025235,17.6
E01025236,19.8
E01025237,20.6
E01025238,22.8
E01025239,23.2
E01025240,17.9
E01025241,17.4
E01025242,16.3
E01025243,17.4
E01025244,12.3
E01025245,21.3
E01025246,13.4
E01025247,15.3
E01025248,20.2
E01025249,22.8
E01025250,15.1
E01025251,16
E01025252,19.2
E01025253,10.2
E01025254,18
E01025255,11.8
E01025256,15.8
E01025257,14.2
E01025258,18.9
E01025259,13.3
E01025260,27.2
E01025261,18.6
E01025262,24.3
E01025263,27.8
E01025264,24.4
E01025265,20.8
E01025266,17.2
E01025267,24.3
E01025268,24.3
E01025269,19.5
E01025270,17.7
E01025271,19.1
E01025272,11.3
E01025273,11.4
E01025274,17.2
E01025275,20.1
E01025276,14.8
E01025277,15
E01025278,13
E01025279,13.6
E01025281,12
E01025282,20.7
E01025283,20.8
E01025284,21.8
E01025285,18.7
E01025286,23.8
E01025287,25.4
E01025288,20
E01025289,18.5
E01025290,20.1
E01025291,19.5
E01025292,20.6
E01025293,21.3
E01025294,15.8
E01025295,24.8
E01025296,16.8
E01025297,15
E01025298,14.5
E01025299,17.2
E01025300,32.1
E01025301,16
E01025302,18.4
E01025303,16.2
E01025304,14.3
E01025305,16.8
E01025306,19.5
E01025308,15.7
E01025309,18.2
E01025310,18.9
E01025311,19
E01025312,18.6
E01025313,21.1
E01025314,17.9
E01025315,11.8
E01025316,12.5
E01025317,17.1
E01025318,14.1
E01025319,12
E01025320,13.9
E01025321,16.9
E01025322,14.3
E01025323,12.9
E01025324,19.8
E01025325,19.9
E01025326,18.5
E01025327,15.1
E01025328,16.5
E01025329,16.1
E01025330,16.8
E01025331,11.5
E01025333,14.5
E01025334,14.8
E01025335,25.3
E01025336,15.3
E01025337,15.3
E01025338,17.9
E01025339,16.7
E01025340,13.3
E01025341,14
E01025342,15
E01025343,13.8
E01025344,20
E01025345,14.6
E01025346,12.8
E01025347,17.2
E01025348,15.8
E01025349,14.3
E01025350,15.2
E01025351,14.9
E01025352,14.1
E01025354,10.8
E01025355,14.9
E01025356,22.9
E01025357,21.1
E01025358,14
E01025359,22.1
E01025360,20.2
E01025361,15.9
E01025362,17.5
E01025363,27.7
E01025364,15.5
E01025365,17.1
E01025366,20.2
E01025367,16.9
E01025368,21.7
E01025369,24
E01025370,19.6
E01025371,24.5
E01025373,14.5
E01025374,23.5
E01025375,15.9
E01025376,22.6
E01025377,13.2
E01025378,13.6
E01025379,30.3
E01025380,16.6
E01025381,22.7
E01025382,28.4
E01025383,14.1
E01025384,19.4
E01025385,25.2
E01025387,14.5
E01025388,24.6
E01025389,22.6
E01025390,27.4
E01025391,20.3
E01025392,20.7
E01025393,18.2
E01025394,18.8
E01025395,20.9
E01025396,25.6
E01025397,19.8
E01025398,19.8
E01025399,20.8
E01025400,17.9
E01025401,18
E01025402,14.4
E01025403,11.3
E01025404,19.5
E01025405,27.1
E01025406,19.6
E01025407,20.3
E01025408,18.2
E01025409,18
E01025410,13.8
E01025411,17.3
E01025412,23.8
E01025413,19
E01025414,17.6
E01025415,19.1
E01025416,18.3
E01025417,17.2
E01025418,17.1
E01025419,21.4
E01025421,14.9
E01025422,22.4
E01025423,27.4
E01025424,14.9
E01025425,17.6
E01025426,13.5
E01025427,22.5
E01025428,23.2
E01025429,22.7
E01025431,17.1
E01025433,17.8
E01025434,18.3
E01025435,21.7
E01025436,15.2
E01025437,16.4
E01025438,18.2
E01025439,18.6
E01025440,16.9
E01025441,20.3
E01025442,20.8
E01025443,20.8
E01025444,17.9
E01025445,21.2
E01025446,21.3
E01025447,26.9
E01025448,18.5
E01025451,14.2
E01025452,25
E01025453,16.3
E01025454,16
E01025455,19.3
E01025456,18
E01025457,16.8
E01025458,17.4
E01025459,22.9
E01025460,26.4
E01025461,12.9
E01025462,17.2
E01025463,20.2
E01025464,13.2
E01025465,17.8
E01025466,16.4
E01025467,17.1
E01025468,16.1
E01025469,23.8
E01025470,13.8
E01025471,19.9
E01025472,14.7
E01025473,21.9
E01025474,16.1
E01025475,17.5
E01025476,20.4
E01025477,17.2
E01025478,14.1
E01025479,19.2
E01025480,24.3
E01025481,20.2
E01025482,25.7
E01025483,20.5
E01025484,16.7
E01025485,17
E01025486,18.9
E01025487,18.2
E01025488,17.3
E01025489,18.4
E01025490,17.6
E01025491,16
E01025492,21.9
E01025493,22.6
E01025494,23
E01025495,19.4
E01025496,18.6
E01025497,14.8
E01025498,16.1
E01025499,18
E01025500,26.7
E01025501,23.2
E01025502,14.4
E01025503,19.8
E01025504,24.8
E01025505,22.5
E01025506,15.3
E01025507,22.8
E01025508,23.6
E01025509,22.9
E01025510,15.2
E01025511,14.1
E01025512,15.3
E01025513,17.3
E01025514,18.8
E01025515,20.6
E01025516,18
E01025517,19
E01025518,22.6
E01025519,16.7
E01025520,25.2
E01025521,23
E01025522,23.6
E01025523,21.6
E01025524,26.2
E01025525,19.8
E01025526,22.8
E01025527,25.4
E01025528,19.9
E01025529,22
E01025530,16.8
E01025531,19.4
E01025532,15.1
E01025533,19.8
E01025534,16.6
E01025535,16.9
E01025536,23.6
E01025537,19.7
E01025538,16.1
E01025539,18.1
E01025540,19.7
E01025541,16.9
E01025542,20.6
E01025543,21.2
E01025544,29.2
E01025545,20.4
E01025546,19.1
E01025547,15.1
E01025548,24.2
E01025549,18
E01025550,18.9
E01025551,17.6
E01025552,15.3
E01025553,14.9
E01025554,31.6
E01025555,27.1
E01025556,23.2
E01025557,20.7
E01025558,23.7
E01025559,18.1
E01025560,21.5
E01025561,15.7
E01025562,17.7
E01025563,27.2
E01025564,18.9
E01025565,21.3
E01025566,14.6
E01025567,22.2
E01025568,17.3
E01025569,18.9
E01025570,33.7
E01025571,25.1
E01025572,30.5
E01025573,20.1
E01025574,31.2
E01025575,26.1
E01025576,21.1
E01025577,25.9
E01025578,23.9
E01025579,27.3
E01025580,22.1
E01025581,23.4
E01025582,30
E01025583,29.1
E01025584,35
E01025585,19.8
E01025586,23.6
E01025587,26.4
E01025588,34.1
E01025589,21.8
E01025590,32.2
E01025591,26.9
E01025592,28.9
E01025593,25.6
E01025594,24.6
E01025595,20.6
E01025596,17.8
E01025597,21.7
E01025598,22.6
E01025599,18.5
E01025600,16.4
E01025601,21.3
E01025602,18.6
E01025603,23.6
E01025604,21.8
E01025605,23.6
E01025606,28.1
E01025607,18.4
E01025608,20.4
E01025609,16.7
E01025610,18.8
E01025611,17.8
E01025612,18.1
E01025613,16.8
E01025614,15.7
E01025615,10.7
E01025616,13
E01025617,14.9
E01025618,19.1
E01025619,16.1
E01025620,19.5
E01025621,15.1
E01025622,18.2
E01025623,17.4
E01025624,12.2
E01025625,23.2
E01025626,12.2
E01025627,18.7
E01025629,18.6
E01025630,16
E01025631,12.4
E01025632,8.9
E01025633,15.9
E01025634,15.1
E01025635,17.2
E01025636,19.1
E01025637,16.9
E01025638,17.4
E01025639,18.3
E01025640,17.1
E01025641,16.2
E01025642,16.3
E01025643,14.9
E01025644,15.5
E01025645,16.3
E01025646,21
E01025647,18.1
E01025648,11.3
E01025649,14.2
E01025650,12.7
E01025651,14.3
E01025652,13.5
E01025653,17.1
E01025654,14.8
E01025655,17.4
E01025656,15
E01025657,18.2
E01025658,13.7
E01025659,21.7
E01025660,15
E01025661,10.9
E01025662,17.2
E01025663,16.3
E01025664,15.5
E01025665,16.3
E01025666,22.2
E01025667,19.2
E01025668,12.2
E01025669,8.9
E01025670,17.9
E01025671,14.4
E01025672,15.4
E01025673,18.2
E01025674,16.7
E01025675,17.6
E01025676,12.8
E01025677,20.3
E01025678,14.8
E01025680,15.3
E01025681,18.5
E01025682,20.2
E01025683,17.2
E01025684,15.9
E01025685,20.4
E01025686,14
E01025687,13.2
E01025688,13.4
E01025689,16.2
E01025690,13.4
E01025692,16
E01025693,15.1
E01025695,15.5
E01025696,12.4
E01025697,27.1
E01025698,16.1
E01025699,27.1
E01025700,18.5
E01025701,20.8
E01025702,17.5
E01025703,17.6
E01025704,19.5
E01025705,12.7
E01025706,19.4
E01025707,12
E01025708,15.6
E01025709,10.3
E01025710,18.8
E01025711,17.4
E01025712,19.1
E01025713,14.2
E01025715,23.4
E01025716,20.8
E01025718,20.5
E01025719,13.9
E01025720,12.8
E01025721,15.3
E01025722,25.3
E01025723,13.8
E01025724,12.9
E01025725,28
E01025726,14
E01025727,22.3
E01025728,15.4
E01025729,10.8
E01025730,12.1
E01025731,16.4
E01025732,15.5
E01025733,16.4
E01025734,13.2
E01025735,16.9
E01025736,17.2
E01025737,12.6
E01025738,11.4
E01025739,14.5
E01025740,20.7
E01025741,17.2
E01025742,27.5
E01025743,16.6
E01025744,14.2
E01025745,17.7
E01025746,19.3
E01025747,20.6
E01025748,18.8
E01025749,18.6
E01025750,16.3
E01025751,18.1
E01025752,14
E01025753,21.7
E01025754,15.1
E01025755,17.8
E01025756,16.6
E01025757,14.5
E01025758,16.6
E01025759,20.7
E01025760,14.2
E01025761,12.2
E01025762,20.3
E01025763,19.4
E01025764,13.5
E01025765,17.1
E01025766,19.2
E01025767,17.6
E01025768,14.1
E01025769,11.8
E01025770,13.3
E01025772,13.2
E01025773,11.5
E01025774,11.7
E01025775,15.4
E01025776,17.4
E01025777,11.8
E01025778,13.9
E01025779,15.6
E01025780,13.8
E01025781,12.8
E01025782,15.4
E01025783,12.3
E01025784,13.7
E01025786,15.2
E01025787,17.8
E01025788,15.7
E01025789,20.9
E01025790,14.6
E01025791,15.6
E01025792,20.3
E01025794,13.6
E01025795,19.6
E01025796,19.3
E01025797,12.2
E01025798,14.7
E01025799,14.4
E01025800,17.3
E01025801,23.2
E01025802,19.3
E01025803,11.6
E01025804,18.7
E01025806,24.1
E01025807,14.7
E01025808,11.2
E01025809,13.1
E01025810,12.7
E01025812,18.8
E01025813,12.5
E01025814,14.6
E01025815,13.6
E01025816,16.7
E01025817,14.9
E01025818,17.1
E01025819,20.8
E01025820,16.2
E01025821,19.4
E01025822,25.1
E01025823,20.1
E01025824,22.1
E01025825,16.4
E01025826,17.8
E01025827,24.7
E01025828,16.1
E01025829,24.7
E01025830,22.8
E01025831,17.2
E01025832,11.7
E01025833,12.9
E01025834,14
E01025835,13.2
E01025836,20.8
E01025837,14.5
E01025838,19.5
E01025839,17.3
E01025840,19.1
E01025841,16.7
E01025842,19.7
E01025843,23.6
E01025844,23.9
E01025845,16
E01025846,13.7
E01025847,12.4
E01025848,18.7
E01025849,18.2
E01025850,22.5
E01025851,14.4
E01025852,21.1
E01025854,13.6
E01025855,15.3
E01025856,26.7
E01025857,15.1
E01025858,17.8
E01025859,14.9
E01025860,14.1
E01025861,16.3
E01025862,17.8
E01025863,19.1
E01025864,14.4
E01025865,18.7
E01025866,21.3
E01025867,19.4
E01025868,19.7
E01025869,18.6
E01025870,17.5
E01025871,16.5
E01025872,19.3
E01025873,13.8
E01025874,18.4
E01025875,21.4
E01025876,15.7
E01025877,15.2
E01025879,20.3
E01025880,13.6
E01025881,17
E01025882,14.3
E01025883,17.2
E01025884,18.3
E01025885,14.9
E01025886,19.8
E01025887,16.9
E01025888,13.7
E01025889,14.9
E01025890,16.4
E01025891,14.1
E01025892,13.5
E01025893,16.9
E01025894,22.3
E01025895,15.3
E01025896,17.1
E01025897,17.6
E01025898,18
E01025899,15.2
E01025900,19.5
E01025901,18.7
E01025902,16
E01025903,17.4
E01025904,13.7
E01025905,20
E01025906,15.3
E01025907,22.9
E01025908,13.9
E01025909,15.9
E01025910,15
E01025911,18.7
E01025912,16.4
E01025913,14
E01025914,14.2
E01025915,16.7
E01025916,14.2
E01025918,22.7
E01025919,20.8
E01025920,19.2
E01025921,18.7
E01025923,17
E01025924,15.6
E01025926,13.6
E01025927,20.7
E01025928,14.2
E01025929,15.9
E01025930,20.9
E01025931,19.5
E01025932,27.4
E01025933,21.7
E01025934,23
E01025935,21.3
E01025936,23.8
E01025937,15.5
E01025938,19.6
E01025939,15.9
E01025940,17.8
E01025941,15.9
E01025942,13.7
E01025943,21.1
E01025944,12.9
E01025945,15.1
E01025946,15.9
E01025947,17
E01025948,15.9
E01025949,21.8
E01025950,19.3
E01025951,16.1
E01025952,21.2
E01025953,19.6
E01025954,16.4
E01025955,14
E01025956,16
E01025957,19.2
E01025958,16
E01025959,15.6
E01025960,20.2
E01025961,21.8
E01025962,19.5
E01025963,14.9
E01025964,14.6
E01025965,17
E01025966,19.9
E01025967,23.1
E01025968,15.7
E01025969,21
E01025970,11.2
E01025971,18.2
E01025972,16.9
E01025973,12.4
E01025974,13.5
E01025975,13.3
E01025976,23.4
E01025977,18.6
E01025978,18.9
E01025979,11.5
E01025980,14.5
E01025981,14.1
E01025982,11
E01025983,16
E01025984,12.9
E01025985,23.6
E01025986,20.3
E01025987,20.4
E01025988,17.3
E01025989,21.9
E01025990,19.3
E01025991,17.3
